Category,Article Title,URL,reference_1,reference_2,reference_3,reference_4,reference_5,query_1,query_2
DDR-Bürger,Katharina Spiering,https://de.wikipedia.org/wiki/Katharina_Spiering,"Katharina Spiering (* 1974 in Ost-Berlin) ist eine deutsche Schauspielerin und Synchronsprecherin. Katharina Spiering verbrachte ihre ersten Lebensjahre in der Sowjetunion. Nach der Rückkehr nach Ost-Berlin spielte sie als Kind am Friedrichstadt-Palast und an der Volksbühne. Nach dem Abitur kehrte sie nach Russland zurück, wo sie mit Kindern mit Down-Syndrom arbeitete.","Von 1997 bis 2001 studierte Spiering Schauspiel an der Hochschule für Schauspielkunst „Ernst Busch“ Berlin und erhielt daneben kleinere Rollen am Deutschen Theater Berlin. Anschließend hatte sie verschiedene Theaterengagements in Deutschland und der Schweiz mit Rollen wie Minna von Barnhelm am Theater der Altmark Stendal bis Pippi Langstrumpf bei den Freilichtspielen Schwäbisch Hall. 2004 erhielt sie den Stendaler Theaterpreis. Seit 2002 wirkte Katharina Spiering in zahlreichen Film- und Fernsehproduktionen in Deutschland und Russland mit, wie 3 Zimmer/Küche/Bad oder im Tatort.","In der Kinderkrimiserie Die Pfefferkörner war sie von 2007 bis 2009 als Rika Krogmann – Mutter von Laurenz und Marie – zu sehen. In fünf Verfilmungen der Kluftinger-Romanreihe, u. a. Erntedank und Milchgeld, verkörperte sie Sandy Henske.",Katharina Spiering ist auch als Synchronsprecherin sowie Sprecherin in Hörbüchern und Hörspielen tätig.,,1. Welche Rollen spielte Katharina Spiering während ihrer Theaterengagements in Deutschland und der Schweiz und welche Auszeichnung erhielt sie im Jahr 2004?,2. In welchen Rollen war Katharina Spiering in der Kinderkrimiserie Die Pfefferkörner und in den Verfilmungen der Kluftinger-Romanreihe zu sehen?
Architekt (Deutschland),Otto Schirmer (Baumeister),https://de.wikipedia.org/wiki/Otto_Schirmer_(Baumeister),Otto Schirmer (* 17. Juni 1828 in Köln; † 13. Dezember 1904 in Hinterbrühl) war ein deutsch-österreichischer Architekt und Dombaumeister. Schirmer arbeitete ab 1855 bei Vinzenz Statz in Köln und leitete den Bau der Mauritiuskirche.,"1862 übersiedelte er nach Linz, wo er die Pläne für den Mariendom ausarbeitete. Nach dem Tod von Statz wurde er 1898 Linzer Dombaumeister. Schirmer gilt als der eigentliche Begründer der historistischen Sakralarchitektur in Oberösterreich.",,,,1. Was sind die bemerkenswertesten Beiträge von Otto Schirmer zur historistischen Sakralarchitektur in Oberösterreich und welche Rolle spielte er beim Bau des Mariendoms in Linz?,2. Wie hat Otto Schirmers Zusammenarbeit mit Vinzenz Statz seine Karriere beeinflusst und welche bedeutenden Projekte hat er während seiner Zeit in Köln und Linz geleitet?
Gymnocalycium,Gymnocalycium valnicekianum,https://de.wikipedia.org/wiki/Gymnocalycium_valnicekianum,"Gymnocalycium valnicekianum Gymnocalycium valnicekianum ist eine Pflanzenart in der Gattung Gymnocalycium aus der Familie der Kakteengewächse (Cactaceae). Das Artepitheton valnicekianum ehrt den tschechischen Kakteenliebhaber Jan Valniček (1899–1967). Gymnocalycium valnicekianum wächst einzeln mit graugrünen, matten, abgeflacht kugelförmigen Trieben, die bei Durchmessern von 18 Zentimetern Wuchshöhen von bis zu 18 Zentimeter erreichen. Die acht bis 13 Rippen sind in scharfe, stumpfe bis vorgezogene Höcker gegliedert.","Der einzelne Mitteldorn ist wie die drei bis neun Randdornen gestaltet. Die grauen, einwärts gebogenen bis hakig gekrümmten und etwas verdrehten Randdornen sind 2,5 bis 3 Zentimeter lang. Die weißen bis rosafarben überhauchten Blüten besitzen einen leicht rosafarbenen Schlund. Sie erreichen eine Länge von 3,5 bis 4,5 Zentimeter und ebensolche Durchmesser.",Gymnocalycium valnicekianum ist in der argentinischen Provinz Córdoba verbreitet. Die Erstbeschreibung erfolgte 1934 durch Bedrich Jajó. Ein nomenklatorisches Synonym ist Gymnocalycium mostii subsp. valnicekianum (Jajó) Mereg.,& G.J.Charles (2008). Es werden folgende Unterarten unterschieden:,,"1. What are the physical characteristics of the Gymnocalycium valnicekianum, including its color, size, and the appearance of its flowers?",2. Where is the Gymnocalycium valnicekianum predominantly found and who were the primary individuals involved in its initial description and classification?
Ortsteil von Radevormwald,Sondern (Radevormwald),https://de.wikipedia.org/wiki/Sondern_(Radevormwald),"Lage von Sondern in Radevormwald Sondern ist eine Ortschaft in Radevormwald im Oberbergischen Kreis im nordrhein-westfälischen Regierungsbezirk Köln in Deutschland. Der Ort liegt im Norden des Stadtgebiets. Die Nachbarorte sind Remlingrade, Birken, Im Kamp, und Herkingrade. Im Westen von Sondern entspringen der Dampfer Siefen und drei weitere kleinere unbenannte Siefen.","Diese knapp 200 m langen Gewässer münden jeweils in den Dampfer Siefen, welcher zunächst in den Dampfer Bach und darüber in die Wupper mündet. Politisch wird der Ort durch den Direktkandidaten des Wahlbezirks 170 im Rat der Stadt Radevormwald vertreten. Um das Jahr 1400 wird „Sunderen“ laut Unterlagen im Archiv der reformierten Kirchengemeinde Radevormwald in einem Dokument im Zusammenhang mit der Beschreibung der Grenzen des Freihofes Radevormwald erstmals genannt. Der Name deutet auf ein sogenanntes Sondern hin, ein besonderes herrschaftliches Eigentum.",1715 wird der Hof auf der Topographia Ducatus Montani mit „Sondern“ aufgeführt. Die Topographische Aufnahme der Rheinlande von 1825 zeigt den Ort mit der Bezeichnung „Sundern“. Die Preußische Uraufnahme von 1840 bis 1844 und folgende Karten verwenden den Namen Sondern. 1815/16 besaß der Ort 17 Einwohner.,"1832 gehörte der Ort zum Kirchspiel Remlingrade des ländlichen Außenbezirks der Bürgermeisterei Radevormwald. Der laut der Statistik und Topographie des Regierungsbezirks Düsseldorf als Weiler kategorisierte Ort besaß zu dieser Zeit vier Wohnhäuser und zwei landwirtschaftliche Gebäude. Zu dieser Zeit lebten 38 Einwohner im Ort, alle evangelischen Glaubens. 1888 sind in dem Gemeindelexikon der Rheinprovinz fünf Wohnhäuser mit 39 Einwohnern verzeichnet.","Folgende Wanderwege führen in 200 m Entfernung westlich am Ort vorbei: Altendorf | Altenhof | Auf’m Hagen | Beck | Berg | Bergerhof | Birken | Böhlefeldshaus | Borbeck | Born | Braake | Brebach | Brunsheide | Brunshöh | Buschsiepen | Dahlerau | Dahlhausen | Diepenbruch | Dieplingsberg | Eich | Eistringhausen | Erlenbach | Espert | Feckinghausen | Feldmannshaus | Felsenbeck | Filde | Filderheide | Finkensiepen | Freudenberg | Fuhr | Funkenhausen | Geilensiepen | Grafweg | Griesensiepen | Grüne | Grünenbaum | Grunewald | Hahnenberg | Harbeck | Hardt | Heide | Heidersteg | Heidt | Herbeck | Herkingrade | Hinüber | Honsberg | Hönde | Hönderbruch | Höltersiepen | Hürxtal | Hulverscheidt | Husmecke | Im Busch | Im Hagen | Im Holte | Im Kamp | Im Walde | Im Wildental | Im Wiesengrund | Ispingrade | Jakobsholt | Jägershaus | Kaffeekanne | Karlshöh | Karthausen | Kattenbusch | Keilbeck | Kettlershaus | Klaukenburg | Kleinsiepen | Knefelskamp | Köttershaus | Kottmannshausen | Kräwinkel | Krebsöge | Krebsögersteg | Kronenberg | Lambeck | Lambecker Mühle | Landwehr | Langenkamp | Leimhol | Leimholer Mühle | Leye | Linde | Lichteneichen | Lorenzhaus | Mermbach | Milspe | Möllersbaum | Nadelsiepen | Neuenhammer | Neuenhaus | Neuenhof | Niederdahl | Niedernfeld | Niederwönkhausen | Oberbuschsiepen | Oberdahl | Oberdahlhausen | Obergraben | Obergrunewald | Oberkarthausen | Obernfeld | Obernhof | Oberönkfeld | Oberschmittensiepen | Oberste Mühle | Oedeschlenke | Oege | Önkfeld | Pastoratshof | Plumbeck | Rädereichen | Rechelsiepen | Remlingrade | Rochollsberg | Scheideweg | Scheidt | Schlechtenbeck | Schmittensiepen | Schnellental | Siepen | Sieplenbusch | Sondern | Stoote | Stooter Mühle | Studberg | Tanne | Uelfe I | Uelfe II | Uelfe III | Uelfe IV | Ümminghausen | Umbeck | Untergraben | Unterm Busch | Unterste Mühle | Vogelshaus | Vogelsmühle | Vor der Heide | Vor der Mark | Vorm Baum | Vorm Holte | Waar | Walkmüllersiepen | Wellershausen | Wellringrade | Weyer | Wiebach | Wilhelmstal | Winklenburg | Wintershaus | Wönkhausen | Zum Hofe Ortsteile, die in der Kernstadt aufgegangen sind: Hermannshagen | Kotten","1. Was ist der historische Hintergrund des Namens ""Sondern"" und wie hat sich die Bevölkerung des Ortes von 1815 bis 1888 entwickelt?",2. Welche Wasserwege und Wanderwege sind mit dem Ort Sondern in Radevormwald verbunden und welche politische Vertretung hat der Ort im Rat der Stadt Radevormwald?
Fernsehmoderator,Cristina Chiabotto,https://de.wikipedia.org/wiki/Cristina_Chiabotto,"Cristina Chiabotto (* 15. September 1986 in Moncalieri) ist eine italienische Fernsehmoderatorin und ehemaliges Model. Sie gewann 2004 die Wahl zur Miss Italien. Cristina Chiabotto wuchs in Borgaro Torinese auf, wo sie die Oberschule „Maria Ausiliatrice“ in Valdocco besuchte.","Nach ihrer Wahl zur Miss Italien spielte sie im November des gleichen Jahres die Rolle der Fee während des Zecchino d’Oro, einem internationalen Kinder-Songfestival. Weiterhin trat sie in einer Reihe von Anzeigen mit dem ehemaligen Fußballer Alessandro Del Piero und vielen anderen Fernseh- und Printwerbespots auf. Im Jahr 2005 war sie Berichterstatterin beim Sanremo-Festival 2005 unter der Leitung von Paolo Bonolis sowie beim Finale der Lotteria Italia, als Teil der Sendung Affari tuoi. Sie präsentierte auch Programme zum Muttertag und Frühling, wobei sie vom Piccolo Coro dell’Antoniano begleitet wurde.","Zwischen 2005 und 2006 nahm sie an der zweiten Ausgabe von Ballando con le stelle teil, der italienischen Version von Dancing with the Stars. Zusammen mit Raimondo Todaro gewann sie mit 58 % der Stimmen und sie gewann auch das Turnier der Champions der verschiedenen Editionen. 2006 war sie Gastgeberin von Le Iene, einem Unterhaltungsprogramm, das aus Berichten und Filmen besteht, und der Festivalbar auf Italia 1, zusammen mit Ilary Blasi und Mago Forest. Darüber hinaus moderierte sie am 24.","und 31. Dezember die dreißigste Ausgabe des Circo di Montecarlo, das wie immer von der monegassischen Familie Grimaldi veranstaltet wurde. 2007 leitete sie auf Canale 5 die Sendung Scherzi a parte, zusammen mit Claudio Amendola und Valeria Marini sowie unter Beteiligung von Katia & Valeria und Alfonso Signorini und die Wind Music Awards mit Giancarlo Giannini und Ambra Angiolini.",,1. Welche Rolle spielte Cristina Chiabotto im November 2004 nach ihrer Wahl zur Miss Italien und mit welchem ehemaligen Fußballer trat sie in einer Reihe von Werbungen auf?,2. Welche Show moderierte Cristina Chiabotto 2007 auf Canale 5 und mit wem präsentierte sie die Wind Music Awards?
Geländewagen,VW Typ 82,https://de.wikipedia.org/wiki/VW_Typ_82,Der als Kübelwagen bezeichnete VW Typ 82 ist ein auf Basis des KdF-Wagens konstruiertes Kraftfahrzeug der Wehrmacht. Von August 1940 bis April 1945 wurden im Volkswagenwerk bei Fallersleben 50.788 Stück in verschiedenen Ausführungen hergestellt. Nach Kriegsende wurde der Typ 82 unter der Bezeichnung Typ 21 für kurze Zeit aus Restteilen unverändert weitergebaut. Nach dem Ausbruch des Zweiten Weltkriegs und der damit einhergehenden Umorientierung der Wirtschaft im nationalsozialistischen Deutschen Reich auf die Produktion von Rüstungsgütern wurde der aus dem KdF-Wagen abgeleitete Geländewagen gebaut.,"Der Typ 82 war mit 50.788 Stück der meistgebaute Typ dieser Wagen (von 1940 bis 1945 mit geringen Änderungen, vor allem unter Weglassen unnötiger Teile wie Winker, Lampen usw.). Auf Anregung des Heereswaffenamtes begann 1938 die Porsche KG mit der Weiterentwicklung des KdF-Wagens zu militärischen Zwecken. Dabei legte das Heereswaffenamt folgende Anforderungen fest: offene Karosserie, Gesamtgewicht 950 kg (Fahrzeug 550 kg + 400 kg für drei Mann mit Ausrüstung), geringe Bauhöhe, Möglichkeit der Produktion großer Stückzahlen bei möglichst geringen Fertigungskosten. Diese Maßnahme war Teil des 1939 verabschiedeten Schell-Plans, der eine Rationalisierung der Fahrzeugproduktion zum Ziel hatte.",Mit dem neuen Fahrzeug sollten die verhältnismäßig teuren und komplizierten leichten Einheits-Pkw der Wehrmacht ersetzt werden. So wurde Wert auf minimale Material- und Produktionskosten gelegt. Ende 1939 waren die ersten Prototypen des neuen Geländewagens mit der kantigen Karosserie als Typ 62 fertiggestellt. Die ursprünglich für hunderttausende Deutsche über einen Sparvertrag geplante Herstellung ziviler „KdF-Wagen“ wurde bei Kriegsbeginn nach 210 Fahrzeugen ausgesetzt: Die durch den Kriegsausbruch bedingte Inanspruchnahme des Volkswagenwerkes für die Rüstungsproduktion bedeutete das Ende der Pläne für eine Serienfertigung der zivilen Variante des Autos.,"Die neue Serienproduktion des Nachfolgers VW Käfer begann erst nach dem Krieg. Nach weiteren Testfahrten und Änderungen am Typ 62, die unter anderem ein Radvorgelege für höhere Bodenfreiheit und größeres Raddrehmoment betrafen, war das Oberkommando der Wehrmacht (OKW) mit dem Fahrzeug zufrieden und das endgültige Fahrzeug wurde als Typ 82 bezeichnet. Nachdem die ersten Wagen noch bis Ende Juni 1940 bei Porsche in Stuttgart hergestellt wurden, begann am 3. August 1940 die Serienproduktion im Volkswagenwerk.","Die Karosserien baute VW nicht selbst, sondern sie wurden im Rohbau von Ambi-Budd aus Berlin zugeliefert und im VW-Werk lackiert. Da die Gießerei noch nicht betriebsfähig war, bezog VW die Gussteile von der Firma Rautenbach (Rautal-Werke GmbH) in Wernigerode. Zur gleichen Zeit begann die Entwicklung einer Version mit Allradantrieb, des späteren Typs 87. Im Feld zeigten sich die Vorzüge des Typ 82: Bei seinem geringen Gewicht waren die 23,5 PS ausreichend, die der Motor mit 985 cm³ Hubraum leistete.",1. Welche spezifischen Anforderungen stellte das Heereswaffenamt bei der Weiterentwicklung des KdF-Wagens zu militärischen Zwecken und wie waren diese Anforderungen Teil des 1939 verabschiedeten Schell-Plans?,2. Wie wurde der Übergang von der Produktion des VW Typ 82 zur Serienproduktion des VW Käfers nach Kriegsende vollzogen und welche wichtigen Änder
Sächsisches Adelsgeschlecht,Teuchern (Adelsgeschlecht),https://de.wikipedia.org/wiki/Teuchern_(Adelsgeschlecht),"Teuchern (früher auch Tuchern genannt) ist der Name eines ursprünglich edelfreien, altadligen, sächsisch-osterländischem, später wettinischen Ministerialengeschlechts. Die Familie hatte ihren Stammsitz im gleichnamigen Ort und Burg Teuchern zwischen Weißenfels und Hohenmölsen und benannte sich nach diesem. Seine Ursprünge reichen bis in die Zeit der Grafen von Groitzsch zurück. Erstmals urkundlich mit Beterich von Teuchern als Gegner des Grafen Wiprecht von Groitzsch um 1079 und später mit Horwin von Tuchern 1174, Ekkehard 1181 bis 1197 und Hermann 1195 bis 1196 benannt.","1303 war Friedrich Burgmann der Rudelsburg. Urkundlich treten sie vom 11. bis 16. Jahrhundert in Sachsen, Thüringen und Brandenburg in Erscheinung.",Blasonierung: In von Rot und Silber geschachtem Schild zwei blaue Balken. Auf dem Helm mit rot-silbernen Decken zwei wie der Schild gezeichnete und tingierte Büffelhörner. Wappenverwandt mit den von Münch und den von Würchhausen.,,,"1. Was sind die Ursprünge des altadligen, sächsisch-osterländischem Geschlechts Teuchern, und in welchem Zeitraum und Regionen traten sie urkundlich in Erscheinung?",2. Wie ist das Wappen der Familie Teuchern beschrieben und mit welchen anderen Familienwappen ist es verwandt?
Frau,Fatou Jeng,https://de.wikipedia.org/wiki/Fatou_Jeng,Fatou Jeng (Fatou Lamin Jeng) ist eine gambische Umweltaktivistin. Um 2013 war Jeng Vorsitzende der Children and Community Initiative for Development (CAID). Um 2014 war sie Präsidentin der Kinderhilfsorganisation Child Advocacy Network. Jeng ist gambische Landeskoordinatorin für Plant-for-the-Planet.,"2015 gründete sie die Plant-for-the-Planet Academy, in der bis Mitte 2020 über 500 Menschen an Weiterbildungen teilnahmen, die ihrerseits als Multiplikatoren dienen sollen. Als Vorbild für ihre Arbeit nannte sie die Umweltaktivistin und Friedensnobelpreisträgerin Wangari Maathai, die das Green Belt Movement ins Leben gerufen hatte. Um 2020 war sie Generalsekretärin im globalen Vorstand der Organisation. Um 2017 engagierte sie sich im Gambia Youth Empowerment Project (YEP).",Jeng absolvierte einen Bachelor in Journalism and Digital Media an der Universität von Gambia. Sie war 2018 die erste Präsidentin der University of the Gambia Students’ Union (UTGSU) und zudem Präsidentin der National Union of Gambia Students (NUGS). Im Dezember 2019 schloss sie ihr Studium mit einer Arbeit zur Presseberichterstattung über den Klimawandel in Gambia ab. Fatou Jeng gründete die Umweltorganisation Clean Earth Gambia.,"Zudem ist sie Policy Operations Lead für Gender und Klimawandel bei der Youth Constituency (Youth Climate Movement) der Klimarahmenkonvention der Vereinten Nationen (United Nations Framework Convention on Climate Change, UNFCCC). Im April 2019 nahm sie am Jugendforum des Wirtschafts- und Sozialrats der Vereinten Nationen (ECOSOC) in New York teil. Um 2019 war sie Direktorin der gambischen Landesgruppe des African Youth and Adolescents Network (AfriYAN) sowie Programmkoordinatorin der TAF Africa Foundation. Jeng ist in der Fridays-for-Future-Bewegung aktiv, hält jedoch Schulstreiks in Gambia für ein weniger effektives Mittel.","Anfang 2020 versuchte sie, in Gambia eine nationale Jugendkonferenz zum Klimawandel zu organisieren. 2020 nahm sie mithilfe eines Chevening Scholarships ein Masterstudium in Environment, Development and Policy an der University of Sussex auf. Im August 2016 wurde ihr als Deputy National Youth Mobiliser vom gambischen Präsidenten Yahya Jammeh ein July 22nd Revolution Award verliehen. Das Magazin What’s On Gambia zählte Jeng zu den 30 „most influential young Gambians“ (den einflussreichsten jungen Gambianern) des Jahres 2019.",1. Welche Rolle hat Fatou Jeng in der gambischen Landesgruppe des African Youth and Adolescents Network inne und welche Position bekleidet sie in Bezug auf Gender und Klimawandel bei der Youth Constituency der Klimarahmenkonvention der Vereinten Nationen?,2. Was war die Rolle von Fatou Jeng in der Gründung der Plant-for-the-Planet Academy und welchen Einfluss hatte die Umwelt
Baugruppe (Städtebau) in Europa,Drandorfhof,https://de.wikipedia.org/wiki/Drandorfhof,Der Drandorfhof ist ein ehemaliges Rittergut und das Stammhaus des ausgestorbenen Adelsgeschlechts derer von Drandorf(f). Der Quellenlage zufolge kommt ebenso der gleichnamige Ort Drahnsdorf bei Luckau in diesen Kontext. Der Drandorfhof befindet sich in Schlieben im Landkreis Elbe-Elster in Brandenburg in der Ritterstraße. Zu den bedeutendsten Vertretern derer von Drandorf zählt der 1390 in Schlieben geborene und 1425 in Heidelberg auf dem Scheiterhaufen hingerichtete Vorreformer Johann von Drandorf.,"Den Junker von Drandorf ereilte 1661 wegen Doppelehe dasselbe Schicksal. Die Familie gilt als uradeliges Geschlecht, womöglich bereits 1162 schriftlich Erwähnung findend, und hauptsächlich im Raum des sächsischen Kurkreis ansässig war. Nach 1800 verlieren sich die genealogischen Spuren dieser Familie. Das in seiner heutigen Form noch bestehende Gutshaus nebst Stallanlagen und Kornspeicher wurde im 18./19.","Jahrhundert erbaut. Das Ensemble gilt als sogenannter Vierseitenhof. Das in den Räumlichkeiten befindliche Heimatmuseum beherbergt heut neben einer Schauapotheke, ein Weinbaumuseum, eine Schaubäckerei und eine Trachtenausstellung. Außerdem wurde hier eine Bauernwohnung nach historischem Vorbild eingerichtet, welche das Leben vor etwa 100 Jahren veranschaulicht.",Im Speicher sind über 6300 historische landwirtschaftliche Geräte zu sehen. Im Drandorfhof wurde der so genannte Schafstall ist zu einem großen Veranstaltungsraum umgestaltet. Hier finden regelmäßig kulturelle Veranstaltungen statt. Weiters ist im Drandorfhof auch die örtliche Touristeninformation untergebracht.,"51.72333333333313.382222222222Koordinaten: 51° 43′ 24″ N, 13° 22′ 56″ O",1. Welche historischen und kulturellen Anlagen und Veranstaltungen gibt es auf dem Drandorfhof und welche Funktionen hatten sie ursprünglich?,2. Beschreiben Sie die Geschichte und Bedeutung des Adelsgeschlechts derer von Drandorf und ihre Verbindung zum Drandorfhof.
87,87,https://de.wikipedia.org/wiki/87,Portal Geschichte | Portal Biografien | Aktuelle Ereignisse | Jahreskalender | Tagesartikel ◄ | 1. Jahrhundert v. Chr. | 1.,Jahrhundert | 2. Jahrhundert | ► ◄ | 50er | 60er | 70er | 80er | 90er | 100er | 110er | ► ◄◄ | ◄ | 83 | 84 | 85 | 86 | 87 | 88 | 89 | 90 | 91 | ► | ►► Staatsoberhäupter · Nekrolog,,,,1. Can you provide a detailed timeline of the important events that took place in the 1st century BC according to the references provided?,2. Who were the significant state leaders in the years 83 to 91 according to the given references?
Bauwerk in Osterburg (Altmark),Kriegerdenkmal Düsedau,https://de.wikipedia.org/wiki/Kriegerdenkmal_Düsedau,"Das Kriegerdenkmal Düsedau ist ein Kriegerdenkmal im zur Stadt Osterburg (Altmark) in Sachsen-Anhalt gehörenden Dorf Düsedau. Das Denkmal steht im Ortszentrum von Düsedau südwestlich der Dorfkirche Düsedau, nördlich der Alten Düsedauer Dorfstraße. Das Kriegerdenkmal wurde zur Erinnerung an die im Ersten Weltkrieg aus Düsedau Gefallenen errichtet. Es besteht aus einer auf einem gestuften Sockel errichteten Granit-Stele, die von einem als Relief gearbeiteten Eisernen Kreuz bekrönt ist.","Darunter befindet sich in einem Wappenschild die Inschrift: Unterhalb des Wappenschilds befinden sich nebeneinander drei Tafeln mit den Namen von 14 Gefallenen und ihren jeweiligen Sterbedaten: 52.7639611.79634Koordinaten: 52° 45′ 50,3″ N, 11° 47′ 46,8″ O",,,,"1. Was ist das besondere Merkmal der Granit-Stele, die das Kriegerdenkmal Düsedau krönt und zu welchem Zweck wurde dieses Kriegerdenkmal errichtet?",2. Wie viele Namen sind auf den drei Tafeln unter dem Wappenschild des Kriegerdenkmals Düsedau verzeichnet und wo genau befindet sich dieses Denkmal?
Distrikt Singrauli,Singrauli,https://de.wikipedia.org/wiki/Singrauli,Singrauli (Hindi: सिंगरौली) ist eine Stadt im indischen Bundesstaat Madhya Pradesh. Singrauli ist Verwaltungssitz des am 24. Mai 2008 gegründeten gleichnamigen Distrikts im Osten von Madhya Pradesh. Die nationale Fernstraße NH 75 verläuft unweit der Stadt.,Der Stausee Govind Ballabh Pant Sagar befindet sich zehn Kilometer östlich von Singrauli. Im Umkreis der Stadt befinden sich Kohlegruben. Die Stadt hatte beim Zensus 2011 220.257 Einwohner. Bhopal | Burhanpur | Dewas | Gwalior | Indore | Jabalpur | Katni | Khandwa | Ratlam | Rewa | Sagar | Satna | Singrauli | Ujjain,,,,1. Was ist die Bedeutung der nationalen Fernstraße NH 75 für die Stadt Singrauli und wann wurde der gleichnamige Distrikt gegründet?,2. Wie viele Einwohner hatte die Stadt Singrauli laut Zensus von 2011 und was befindet sich zehn Kilometer östlich dieser Stadt?
Album (Rock),Bat Out of Hell II: Back into Hell,https://de.wikipedia.org/wiki/Bat_Out_of_Hell_II:_Back_into_Hell,"Veröffent-lichung(en) 14. September 1993 Format(e) CD, LP Genre(s) Rock Länge 1:15:38 Produktion Roy Bittan, Steve Rinkoff, Jim Steinman Bat Out of Hell II: Back into Hell (englisch für: „Fledermaus aus der Hölle II: Zurück in die Hölle“) ist das sechste Studioalbum des US-amerikanischen Rocksängers Meat Loaf. Es erschien 1993. Alle Lieder wurden von Jim Steinman geschrieben und produziert; die meisten stammen bereits aus dessen früheren Projekten.","Das Artwork wurde von Michael Whelan entworfen und basiert auf dem Frontcover von Bat Out of Hell, das von Richard Corben stammt. Die Singleauskopplung I’d Do Anything for Love (But I Won’t Do That) wurde ein weltweiter Nummer-eins-Hit. Es hielt sich in Großbritannien sieben Wochen auf Platz eins und wurde dort die meistverkaufte Single des Jahres. Gleichzeitig veröffentlichte Meat Loaf Bat Out of Hell nach 1979 zum zweiten Mal als Single, die ebenfalls in die dortigen Top 10 kam.","Meat Loaf blieb damit bis zu den Manic Street Preachers im Jahr 2001 der letzte Künstler, der zwei Top-10-Singles gleichzeitig in den britischen Charts hatte. Singles in den Charts Bat Out of Hell II: Back into Hell avancierte zum weltweiten Nummer-eins-Album, darunter Australien, Deutschland, Neuseeland, die Niederlande, Österreich, Schweden, die Schweiz, die Vereinigte Staaten oder auch dem Vereinigten Königreich. Bat Out of Hell II: Back into Hell bekam weltweit eine Goldene und 35 Platin-Schallplatten für über 9,3 Millionen verkaufte Einheiten. Es ist damit Meat Loafs zweitmeistverkaufte Veröffentlichung nach Bat Out of Hell (43 Millionen).","In Deutschland verkaufte sich das Album laut Schallplattenauszeichnungen über eine Million Mal, womit es zu den meistverkauften Musikalben des Landes der 1990er-Jahre zählt. Hauptartikel: Meat Loaf/Auszeichnungen für Musikverkäufe",,"1. Wer hat das Artwork für das Album ""Bat Out of Hell II: Back into Hell"" von Meat Loaf entworfen und auf welchem früheren Cover basiert es?",2. Wie viele Top-10-Singles hatte Meat Loaf gleichzeitig in den britischen Charts und wann wurde dieser Rekord zuletzt von einem anderen Künstler erreicht?
Person im Buch Genesis,Jabal,https://de.wikipedia.org/wiki/Jabal,"Jabal (hebräisch יָבָל, „Wanderer“) ist eine Person im 1. Buch Mose des Alten Testaments und ein Nachfahre Kains (Gen 4,20 EU). Jabal war einer der Söhne von Lamech und seiner Frau Ada. Er hatte einen Bruder, Jubal, und einen Halbbruder, Tubal-Kain und eine Halbschwester, Naama.","Mutter Letzterer ist Lamechs zweite Frau Zilla. Jabal wird in der Genesis als Stammvater derer bezeichnet, die in Zelten wohnen (Nomaden) und Vieh besitzen (Hirten). In der jüdischen Überlieferung gilt er als Patron aller Nomaden.",,,,1. Wer waren die Geschwister von Jabal laut dem 1. Buch Mose des Alten Testaments und welchen Beruf übten sie laut jüdischer Überlieferung aus?,2. Was bedeutet der Name Jabal und welchen Stellenwert hat er in der Genesis im Bezug auf die Lebensweise bestimmter sozialer Gruppen?
